2025-04-02 15:25:50 [main] INFO  UdpChatClient.UdpChatClient - UDP Chat Client initialized. Server: localhost:9876
2025-04-02 15:46:12 [ClientListener] INFO  UdpChatClient.UdpChatClient - Received decrypted JSON: {"action":"character_count","status":"success","message":"Provide confirmation.","data":{"transaction_id":"C2S_login_1","original_action":"login","letter_frequencies":{"a":7,"\"":14,"c":2,"d":5,"e":2,"g":1,"h":3,"i":3,"l":1,",":2,"n":2,"o":4,"p":2,"1":2,"r":3,"s":6,"t":3,"u":1,"w":2,":":4,"{":2,"}":2,"_":1}}}
2025-04-02 15:46:12 [ClientListener] INFO  UdpChatClient.UdpChatClient - Received CHARACTER_COUNT for original action 'login', server tx ID: C2S_login_1
2025-04-02 15:46:12 [ClientListener] INFO  UdpChatClient.UdpChatClient - Found matching pending request (TempID: 6aa6e330-a160-403f-a939-d764918c0d7c) for original action login
2025-04-02 15:46:12 [ClientListener] INFO  UdpChatClient.UdpChatClient - Associated server tx ID C2S_login_1 with pending action login (TempID: 6aa6e330-a160-403f-a939-d764918c0d7c)
2025-04-02 15:46:12 [ClientListener] INFO  UdpChatClient.CaesarCipher - 

count letter: {"action":"login","data":{"chatid":"user1","password":"hashed_password1"}}


2025-04-02 15:46:12 [ClientListener] INFO  UdpChatClient.UdpChatClient - Frequency check successful for transaction: C2S_login_1
2025-04-02 15:46:12 [ClientListener] INFO  UdpChatClient.CaesarCipher - Encrypting with shift: 9
2025-04-02 15:46:12 [ClientListener] INFO  UdpChatClient.CaesarCipher - Processing text: {"action":"confirm_count","data":{"transaction_id":"C2S_login_1","confirm":true}}
2025-04-02 15:46:12 [ClientListener] INFO  UdpChatClient.UdpChatClient - Sent CONFIRM_COUNT (confirmed: true) for transaction: C2S_login_1
2025-04-02 15:46:12 [ClientListener] INFO  UdpChatClient.CaesarCipher - Decrypting with shift: 9
2025-04-02 15:46:12 [ClientListener] INFO  UdpChatClient.CaesarCipher - Processing text: {"action":"login_success","status":"success","message":"Login successful. Confirm receipt.","data":{"chatid":"user1","session_key":"bK4MMvGQW8N4QDwD","transaction_id":"S2C_login_success_2"}}
2025-04-02 15:46:12 [ClientListener] INFO  UdpChatClient.UdpChatClient - Received decrypted JSON: {"action":"login_success","status":"success","message":"Login successful. Confirm receipt.","data":{"chatid":"user1","session_key":"bK4MMvGQW8N4QDwD","transaction_id":"S2C_login_success_2"}}
2025-04-02 15:46:12 [ClientListener] INFO  UdpChatClient.UdpChatClient - Received initial action 'login_success' from server, starting S->C flow
2025-04-02 15:46:12 [ClientListener] INFO  UdpChatClient.CaesarCipher - 

count letter: {"action":"login_success","status":"success","message":"Login successful. Confirm receipt.","data":{"chatid":"user1","session_key":"bK4MMvGQW8N4QDwD","transaction_id":"S2C_login_success_2"}}


2025-04-02 15:46:12 [ClientListener] ERROR UdpChatClient.UdpChatClient - Attempted encryption with null or empty key for packet to 127.0.0.1:9876
2025-04-02 15:46:12 [ClientListener] INFO  UdpChatClient.UdpChatClient - Sent CHARACTER_COUNT for transaction: S2C_login_success_2
2025-04-02 15:46:12 [ClientListener] INFO  UdpChatClient.CaesarCipher - Decrypting with shift: 9
2025-04-02 15:46:12 [ClientListener] INFO  UdpChatClient.CaesarCipher - Processing text: {"action":"ack","status":"success","message":"Action processed successfully.","data":{"transaction_id":"C2S_login_1","original_action":"login","chatid":"user1","session_key":"bK4MMvGQW8N4QDwD"}}
2025-04-02 15:46:12 [ClientListener] INFO  UdpChatClient.UdpChatClient - Received decrypted JSON: {"action":"ack","status":"success","message":"Action processed successfully.","data":{"transaction_id":"C2S_login_1","original_action":"login","chatid":"user1","session_key":"bK4MMvGQW8N4QDwD"}}
2025-04-02 15:46:12 [ClientListener] INFO  UdpChatClient.UdpChatClient - Received Server ACK for transaction: C2S_login_1 (Original Action: login) with status: success
2025-04-02 15:46:12 [ClientListener] INFO  UdpChatClient.UdpChatClient - Login successful via ACK! Updated sessionKey for user 'user1'. Session: bK4MMvGQW8N4QDwD
2025-04-02 15:46:12 [main] INFO  UdpChatClient.UdpChatClient - Action login (TempID: 6aa6e330-a160-403f-a939-d764918c0d7c) acknowledged successfully by server.
2025-04-02 15:46:12 [ClientListener] INFO  UdpChatClient.UdpChatClient - Signaled completion for pending login request associated with transaction C2S_login_1
2025-04-02 15:49:37 [ClientListener] INFO  UdpChatClient.UdpChatClient - Socket closed.
2025-04-02 15:49:37 [main] INFO  UdpChatClient.UdpChatClient - Client closed.
2025-04-02 15:49:37 [ClientListener] INFO  UdpChatClient.UdpChatClient - Message listener thread stopped.
2025-04-02 15:49:41 [main] INFO  UdpChatClient.UdpChatClient - UDP Chat Client initialized. Server: localhost:9876
2025-04-02 15:49:41 [ClientListener] INFO  UdpChatClient.UdpChatClient - Message listener started.
2025-04-02 15:49:46 [main] INFO  UdpChatClient.CaesarCipher - Encrypting with shift: 9
2025-04-02 15:49:46 [main] INFO  UdpChatClient.CaesarCipher - Processing text: {"action":"login","data":{"chatid":"usser2","password":"kdjfsd"}}
2025-04-02 15:49:46 [main] INFO  UdpChatClient.UdpChatClient - Sent action: login (TempID: 8f94106a-f56a-42d7-b24a-850de6c3a774) - waiting for server CHARACTER_COUNT...
2025-04-02 15:49:46 [ClientListener] INFO  UdpChatClient.CaesarCipher - Decrypting with shift: 9
2025-04-02 15:49:46 [ClientListener] INFO  UdpChatClient.CaesarCipher - Processing text: {"action":"character_count","status":"success","message":"Provide confirmation.","data":{"transaction_id":"C2S_login_3","original_action":"login","letter_frequencies":{"a":5,"\"":14,"c":2,"d":5,"e":1,"f":1,"g":1,"h":1,"i":3,"j":1,"k":1,"l":1,",":2,"n":2,"o":3,"p":1,"r":2,"2":1,"s":5,"t":3,"u":1,"w":1,":":4,"{":2,"}":2}}}
2025-04-02 15:49:46 [ClientListener] INFO  UdpChatClient.UdpChatClient - Received decrypted JSON: {"action":"character_count","status":"success","message":"Provide confirmation.","data":{"transaction_id":"C2S_login_3","original_action":"login","letter_frequencies":{"a":5,"\"":14,"c":2,"d":5,"e":1,"f":1,"g":1,"h":1,"i":3,"j":1,"k":1,"l":1,",":2,"n":2,"o":3,"p":1,"r":2,"2":1,"s":5,"t":3,"u":1,"w":1,":":4,"{":2,"}":2}}}
2025-04-02 15:49:46 [ClientListener] INFO  UdpChatClient.UdpChatClient - Received CHARACTER_COUNT for original action 'login', server tx ID: C2S_login_3
2025-04-02 15:49:46 [ClientListener] INFO  UdpChatClient.UdpChatClient - Found matching pending request (TempID: 8f94106a-f56a-42d7-b24a-850de6c3a774) for original action login
2025-04-02 15:49:46 [ClientListener] INFO  UdpChatClient.UdpChatClient - Associated server tx ID C2S_login_3 with pending action login (TempID: 8f94106a-f56a-42d7-b24a-850de6c3a774)
2025-04-02 15:49:46 [ClientListener] INFO  UdpChatClient.CaesarCipher - 

count letter: {"action":"login","data":{"chatid":"usser2","password":"kdjfsd"}}


2025-04-02 15:49:46 [ClientListener] INFO  UdpChatClient.UdpChatClient - Frequency check successful for transaction: C2S_login_3
2025-04-02 15:49:46 [ClientListener] INFO  UdpChatClient.CaesarCipher - Encrypting with shift: 9
2025-04-02 15:49:46 [ClientListener] INFO  UdpChatClient.CaesarCipher - Processing text: {"action":"confirm_count","data":{"transaction_id":"C2S_login_3","confirm":true}}
2025-04-02 15:49:46 [ClientListener] INFO  UdpChatClient.UdpChatClient - Sent CONFIRM_COUNT (confirmed: true) for transaction: C2S_login_3
2025-04-02 15:49:46 [ClientListener] INFO  UdpChatClient.CaesarCipher - Decrypting with shift: 9
2025-04-02 15:49:46 [ClientListener] INFO  UdpChatClient.CaesarCipher - Processing text: {"action":"ack","status":"failure","message":"Action processing failed.","data":{"transaction_id":"C2S_login_3","original_action":"login"}}
2025-04-02 15:49:46 [ClientListener] INFO  UdpChatClient.UdpChatClient - Received decrypted JSON: {"action":"ack","status":"failure","message":"Action processing failed.","data":{"transaction_id":"C2S_login_3","original_action":"login"}}
2025-04-02 15:49:46 [ClientListener] INFO  UdpChatClient.UdpChatClient - Received Server ACK for transaction: C2S_login_3 (Original Action: login) with status: failure
2025-04-02 15:49:46 [ClientListener] WARN  UdpChatClient.UdpChatClient - Login failed via ACK. Status: failure, Message: Action processing failed.
2025-04-02 15:49:46 [ClientListener] INFO  UdpChatClient.UdpChatClient - Signaled completion for pending login request associated with transaction C2S_login_3
2025-04-02 15:49:46 [main] WARN  UdpChatClient.UdpChatClient - Action login (TempID: 8f94106a-f56a-42d7-b24a-850de6c3a774) failed on server. Status: failure, Message: Action processing failed.
2025-04-02 19:44:35 [main] INFO  UdpChatClient.UdpChatClient - UDP Chat Client initialized. Server: localhost:9876
2025-04-02 19:44:35 [ClientListener] INFO  UdpChatClient.UdpChatClient - Message listener started.
2025-04-02 19:44:46 [main] INFO  UdpChatClient.CaesarCipher - Encrypting with shift: 9
2025-04-02 19:44:46 [main] INFO  UdpChatClient.CaesarCipher - Processing text: {"action":"login","data":{"chatid":"user1","password":"hashed_password1"}}
2025-04-02 19:44:46 [main] INFO  UdpChatClient.UdpChatClient - Sent action: login (TempID: d96c6d1c-0c90-4d13-b53b-dd1d7299d109) - waiting for server CHARACTER_COUNT...
2025-04-02 19:44:46 [ClientListener] INFO  UdpChatClient.CaesarCipher - Decrypting with shift: 9
2025-04-02 19:44:46 [ClientListener] INFO  UdpChatClient.CaesarCipher - Processing text: {"action":"character_count","status":"success","message":"Provide confirmation.","data":{"transaction_id":"C2S_login_1","original_action":"login","letter_frequencies":{"a":7,"\"":14,"c":2,"d":5,"e":2,"g":1,"h":3,"i":3,"l":1,",":2,"n":2,"o":4,"p":2,"1":2,"r":3,"s":6,"t":3,"u":1,"w":2,":":4,"{":2,"}":2,"_":1}}}
2025-04-02 19:44:46 [ClientListener] INFO  UdpChatClient.UdpChatClient - Received decrypted JSON: {"action":"character_count","status":"success","message":"Provide confirmation.","data":{"transaction_id":"C2S_login_1","original_action":"login","letter_frequencies":{"a":7,"\"":14,"c":2,"d":5,"e":2,"g":1,"h":3,"i":3,"l":1,",":2,"n":2,"o":4,"p":2,"1":2,"r":3,"s":6,"t":3,"u":1,"w":2,":":4,"{":2,"}":2,"_":1}}}
2025-04-02 19:44:46 [ClientListener] INFO  UdpChatClient.UdpChatClient - Received CHARACTER_COUNT for original action 'login', server tx ID: C2S_login_1
2025-04-02 19:44:46 [ClientListener] INFO  UdpChatClient.UdpChatClient - Found matching pending request (TempID: d96c6d1c-0c90-4d13-b53b-dd1d7299d109) for original action login
2025-04-02 19:44:46 [ClientListener] INFO  UdpChatClient.UdpChatClient - Associated server tx ID C2S_login_1 with pending action login (TempID: d96c6d1c-0c90-4d13-b53b-dd1d7299d109)
2025-04-02 19:44:46 [ClientListener] INFO  UdpChatClient.CaesarCipher - 

count letter: {"action":"login","data":{"chatid":"user1","password":"hashed_password1"}}


2025-04-02 19:44:46 [ClientListener] INFO  UdpChatClient.UdpChatClient - Frequency check successful for transaction: C2S_login_1
2025-04-02 19:44:46 [ClientListener] INFO  UdpChatClient.CaesarCipher - Encrypting with shift: 9
2025-04-02 19:44:46 [ClientListener] INFO  UdpChatClient.CaesarCipher - Processing text: {"action":"confirm_count","data":{"transaction_id":"C2S_login_1","confirm":true}}
2025-04-02 19:44:46 [ClientListener] INFO  UdpChatClient.UdpChatClient - Sent CONFIRM_COUNT (confirmed: true) for transaction: C2S_login_1
2025-04-02 19:44:47 [ClientListener] INFO  UdpChatClient.CaesarCipher - Decrypting with shift: 9
2025-04-02 19:44:47 [ClientListener] INFO  UdpChatClient.CaesarCipher - Processing text: {"action":"login_success","status":"success","message":"Login successful. Confirm receipt.","data":{"chatid":"user1","session_key":"kbqElJ9lw4EY7Ve6","transaction_id":"S2C_login_success_2"}}
2025-04-02 19:44:47 [ClientListener] INFO  UdpChatClient.UdpChatClient - Received decrypted JSON: {"action":"login_success","status":"success","message":"Login successful. Confirm receipt.","data":{"chatid":"user1","session_key":"kbqElJ9lw4EY7Ve6","transaction_id":"S2C_login_success_2"}}
2025-04-02 19:44:47 [ClientListener] INFO  UdpChatClient.UdpChatClient - Received initial action 'login_success' from server, starting S->C flow
2025-04-02 19:44:47 [ClientListener] INFO  UdpChatClient.CaesarCipher - 

count letter: {"action":"login_success","status":"success","message":"Login successful. Confirm receipt.","data":{"chatid":"user1","session_key":"kbqElJ9lw4EY7Ve6","transaction_id":"S2C_login_success_2"}}


2025-04-02 19:44:47 [ClientListener] ERROR UdpChatClient.UdpChatClient - Attempted encryption with null or empty key for packet to 127.0.0.1:9876
2025-04-02 19:44:47 [ClientListener] INFO  UdpChatClient.UdpChatClient - Sent CHARACTER_COUNT for transaction: S2C_login_success_2
2025-04-02 19:44:47 [ClientListener] INFO  UdpChatClient.CaesarCipher - Decrypting with shift: 9
2025-04-02 19:44:47 [ClientListener] INFO  UdpChatClient.CaesarCipher - Processing text: {"action":"ack","status":"success","message":"Action processed successfully.","data":{"transaction_id":"C2S_login_1","original_action":"login","chatid":"user1","session_key":"kbqElJ9lw4EY7Ve6"}}
2025-04-02 19:44:47 [ClientListener] INFO  UdpChatClient.UdpChatClient - Received decrypted JSON: {"action":"ack","status":"success","message":"Action processed successfully.","data":{"transaction_id":"C2S_login_1","original_action":"login","chatid":"user1","session_key":"kbqElJ9lw4EY7Ve6"}}
2025-04-02 19:44:47 [ClientListener] INFO  UdpChatClient.UdpChatClient - Received Server ACK for transaction: C2S_login_1 (Original Action: login) with status: success
2025-04-02 19:44:47 [ClientListener] INFO  UdpChatClient.UdpChatClient - Login successful via ACK! Updated sessionKey for user 'user1'. Session: kbqElJ9lw4EY7Ve6
2025-04-02 19:44:47 [ClientListener] INFO  UdpChatClient.UdpChatClient - Signaled completion for pending login request associated with transaction C2S_login_1
2025-04-02 19:44:47 [main] INFO  UdpChatClient.UdpChatClient - Action login (TempID: d96c6d1c-0c90-4d13-b53b-dd1d7299d109) acknowledged successfully by server.
2025-04-03 12:16:20 [main] INFO  UdpChatClient.UdpChatClient - UDP Chat Client initialized. Server: localhost:9876
2025-04-03 12:16:20 [ClientListener] INFO  UdpChatClient.UdpChatClient - Message listener started.
2025-04-03 12:16:24 [main] INFO  UdpChatClient.CaesarCipher - Encrypting with shift: 9
2025-04-03 12:16:24 [main] INFO  UdpChatClient.CaesarCipher - Processing text: {"action":"login","data":{"chatid":"34","password":"df"}}
2025-04-03 12:16:24 [main] INFO  UdpChatClient.UdpChatClient - Sent action: login (TempID: 047b4e6c-0881-4371-be4b-76d793b4b804) - waiting for server CHARACTER_COUNT...
2025-04-03 12:16:24 [ClientListener] INFO  UdpChatClient.CaesarCipher - Decrypting with shift: 9
2025-04-03 12:16:24 [ClientListener] INFO  UdpChatClient.CaesarCipher - Processing text: {"action":"character_count","status":"success","message":"Provide confirmation.","data":{"transaction_id":"C2S_login_6","original_action":"login","letter_frequencies":{"a":5,"\"":14,"c":2,"d":4,"f":1,"g":1,"h":1,"i":3,"l":1,",":2,"n":2,"o":3,"p":1,"r":1,"3":1,"s":2,"t":3,"4":1,"w":1,":":4,"{":2,"}":2}}}
2025-04-03 12:16:24 [ClientListener] INFO  UdpChatClient.UdpChatClient - Received decrypted JSON: {"action":"character_count","status":"success","message":"Provide confirmation.","data":{"transaction_id":"C2S_login_6","original_action":"login","letter_frequencies":{"a":5,"\"":14,"c":2,"d":4,"f":1,"g":1,"h":1,"i":3,"l":1,",":2,"n":2,"o":3,"p":1,"r":1,"3":1,"s":2,"t":3,"4":1,"w":1,":":4,"{":2,"}":2}}}
2025-04-03 12:16:24 [ClientListener] INFO  UdpChatClient.UdpChatClient - Received CHARACTER_COUNT for original action 'login', server tx ID: C2S_login_6
2025-04-03 12:16:24 [ClientListener] INFO  UdpChatClient.UdpChatClient - Found matching pending request (TempID: 047b4e6c-0881-4371-be4b-76d793b4b804) for original action login
2025-04-03 12:16:24 [ClientListener] INFO  UdpChatClient.UdpChatClient - Associated server tx ID C2S_login_6 with pending action login (TempID: 047b4e6c-0881-4371-be4b-76d793b4b804)
2025-04-03 12:16:24 [ClientListener] INFO  UdpChatClient.CaesarCipher - 

count letter: {"action":"login","data":{"chatid":"34","password":"df"}}


2025-04-03 12:16:24 [ClientListener] INFO  UdpChatClient.UdpChatClient - Frequency check successful for transaction: C2S_login_6
2025-04-03 12:16:24 [ClientListener] INFO  UdpChatClient.CaesarCipher - Encrypting with shift: 9
2025-04-03 12:16:24 [ClientListener] INFO  UdpChatClient.CaesarCipher - Processing text: {"action":"confirm_count","data":{"transaction_id":"C2S_login_6","confirm":true}}
2025-04-03 12:16:24 [ClientListener] INFO  UdpChatClient.UdpChatClient - Sent CONFIRM_COUNT (confirmed: true) for transaction: C2S_login_6
2025-04-03 12:16:24 [ClientListener] INFO  UdpChatClient.CaesarCipher - Decrypting with shift: 9
2025-04-03 12:16:24 [ClientListener] INFO  UdpChatClient.CaesarCipher - Processing text: {"action":"ack","status":"failure","message":"Action processing failed.","data":{"transaction_id":"C2S_login_6","original_action":"login"}}
2025-04-03 12:16:24 [ClientListener] INFO  UdpChatClient.UdpChatClient - Received decrypted JSON: {"action":"ack","status":"failure","message":"Action processing failed.","data":{"transaction_id":"C2S_login_6","original_action":"login"}}
2025-04-03 12:16:24 [ClientListener] INFO  UdpChatClient.UdpChatClient - Received Server ACK for transaction: C2S_login_6 (Original Action: login) with status: failure
2025-04-03 12:16:24 [ClientListener] WARN  UdpChatClient.UdpChatClient - Login failed via ACK. Status: failure, Message: Action processing failed.
2025-04-03 12:16:24 [ClientListener] INFO  UdpChatClient.UdpChatClient - Signaled completion for pending login request associated with transaction C2S_login_6
2025-04-03 12:16:24 [main] WARN  UdpChatClient.UdpChatClient - Action login (TempID: 047b4e6c-0881-4371-be4b-76d793b4b804) failed on server. Status: failure, Message: Action processing failed.
2025-04-03 12:24:20 [main] INFO  UdpChatClient.UdpChatClient - UDP Chat Client initialized. Server: localhost:9876
2025-04-03 12:24:20 [ClientListener] INFO  UdpChatClient.UdpChatClient - Message listener started.
2025-04-03 12:25:06 [main] INFO  UdpChatClient.UdpChatClient - UDP Chat Client initialized. Server: localhost:9876
2025-04-03 12:25:06 [ClientListener] INFO  UdpChatClient.UdpChatClient - Message listener started.
